feature	loading	boot_mean	boot_sd	stability
TraesNOR1A03G00136350	0.245364531860005	-0.00519172171516854	0.869870672559137	0.42
TraesNOR1A03G00136430	-0.565750812892761	0.0598309787858029	0.968576161113123	0.46
TraesNOR1A03G00137210	0.00706503178951023	0.033775446078339	0.879252739732665	0.49
TraesNOR1A03G00140270	-0.650363769196018	0.0227299482276853	0.837780519871611	0.44
TraesNOR1A03G00141960	0.165179783684669	0.0548374220382573	0.93564149634059	0.5
TraesNOR1A03G00142890	-0.201181738125876	-0.0487751749877868	0.981852900480404	0.49
TraesNOR1A03G00145750	-0.0921566671712895	0.0318437194505796	0.910842815140224	0.44
TraesNOR1A03G00147490	-0.742628867469443	0.10055330598747	0.894008951509206	0.43
TraesNOR1A03G00148160	0.758802947070616	0.0388936527506279	1.00725522009564	0.5
TraesNOR1A03G00148790	0.512480563207343	-0.0690760720877266	0.892564427242534	0.52
TraesNOR1A03G00152070	0.662997471302026	0.0341224339194437	0.884784433656723	0.47
TraesNOR1A03G00152290	0.267297377791566	-0.0333156676348083	0.83868291971861	0.54
TraesNOR1A03G00152430	0.548205622702709	0.0906099183199771	0.731817377838987	0.58
TraesNOR1A03G00153200	1.19969185211991	-0.0427322013146849	0.789229890881567	0.46
TraesNOR1A03G00153210	-2.41661838253992	0.0135512288451332	0.925464884428273	0.54
TraesNOR1A03G00153260	0.940643160067698	0.0181465569438683	0.854188428471162	0.52
TraesNOR1A03G00153290	-0.404916730616522	0.0147557502543936	0.889029109259518	0.45
TraesNOR1A03G00155080	-1.03107749013036	0.0799847074951792	0.889516775276676	0.44
TraesNOR1A03G00156230	0.509982937860971	0.0528471464968611	0.96719058561787	0.52
TraesNOR1A03G00156570	0.21771064358741	0.0608044791693139	0.809873677845512	0.52
TraesNOR1A03G00156620	1.6332122494603	-0.0513468487234981	0.862272584901109	0.5
TraesNOR1A03G00157180	0.348441002927757	0.0781103339358357	0.844486657688488	0.51
TraesNOR1A03G00157640	-0.0492988699622028	-0.00485594865277728	0.777342941779785	0.51
TraesNOR1A03G00159460	-0.353364973049526	-0.0618949081990739	0.942349424108067	0.52
TraesNOR1A03G00159680	0.688834860578904	-0.00490560164516176	0.836058280413166	0.5
TraesNOR1A03G00161660	-0.740312677446652	-0.161008175291408	0.803514977988675	0.57
TraesNOR1A03G00163550	-0.490772312685682	-0.125255887636699	0.937809352513191	0.55
TraesNOR1A03G00165270	0.697841420812225	-0.032491187748925	0.908135994285919	0.52
TraesNOR1A03G00166190	0.132652851790724	0.00414094747706054	0.834619648678164	0.59
TraesNOR1A03G00169470	-0.579115320229916	0.0533646611907521	0.732377519717162	0.46
TraesNOR1A03G00169820	0.699957203904617	-0.0497555301118002	0.876904970044949	0.49
TraesNOR1A03G00169990	1.72282012934892	-0.0115058549433704	0.836944253335243	0.55
TraesNOR1A03G00170570	0.0417074990255856	-0.0777013148222145	0.92562394913602	0.48
TraesNOR1A03G00171240	-0.0271093211777163	0.248289956675591	0.717398519531838	0.43
TraesNOR1A03G00172620	-1.17322200894103	-0.154774938824655	0.780626075294161	0.55
TraesNOR1A03G00173090	-1.74184460988409	0.00354538233895571	0.917352886840153	0.48
TraesNOR1A03G00174600	-1.08745952948128	-0.0613487082558663	0.839600357064427	0.5
TraesNOR1A03G00174670	-0.210646811072073	0.234203870225857	0.810215248834941	0.4
TraesNOR1A03G00175470	-1.46483064920409	0.0397599429708957	0.832910608832069	0.43
TraesNOR1A03G00175750	0.0525904558754147	-0.0326886164507105	0.808989770322308	0.58
TraesNOR1A03G00177180	0.265223694302	-0.0132353215538369	0.795925403045008	0.49
TraesNOR1A03G00178500	-0.055600592314564	-0.115658834577355	0.772203567680906	0.6
TraesNOR1A03G00179770	0.00312757048656944	-0.0384925831201996	0.821072610881475	0.44
TraesNOR1A03G00180380	-0.30935051512267	0.0226675460522784	0.898145871869557	0.47
TraesNOR1A03G00181580	-0.0629282394078945	-0.0422349824437322	0.813711724068026	0.52
TraesNOR1B03G00184930	-0.393967931550396	-0.106042693501254	0.918892820467509	0.57
TraesNOR1B03G00186790	-0.584063087772551	0.0891576482557907	0.989709159349941	0.49
TraesNOR1B03G00186850	0.440923514237063	0.0370295470896989	0.756801823776413	0.45
TraesNOR1B03G00187030	-1.05857763820988	0.134182507298422	0.903585588768615	0.46
TraesNOR1B03G00187850	-1.02416859115065	0.0430757711078235	0.865685137302007	0.49
TraesNOR1B03G00189060	0.350972872818044	0.0707119451106982	0.875672773769828	0.53
TraesNOR1B03G00194090	0.414067889477092	0.0454552956012711	0.832041455777463	0.48
TraesNOR1B03G00195290	-0.0083429435812421	-0.0200328716069486	0.754385044970003	0.51
TraesNOR1B03G00197460	0.148294709065399	0.0728596153030065	0.857323851592547	0.58
TraesNOR1B03G00198480	0.116756609957654	0.116782274791647	0.983358280059569	0.54
TraesNOR1B03G00204160	-1.09901958393481	-0.0198802515527431	0.741113475374622	0.52
TraesNOR1B03G00204450	0.719257018289816	0.107778990405215	0.83995356757567	0.59
TraesNOR1B03G00212680	0.506364900101183	-0.0776497360848797	0.802945469234691	0.41
TraesNOR1B03G00214150	0.623442688030722	-0.0868350808418901	0.764183362217099	0.44
TraesNOR1B03G00220030	-0.751723950434176	-0.0748566953519465	0.779512168823765	0.55
TraesNOR1B03G00225440	-0.307895208238688	-0.0681355710400259	0.885352102739581	0.58
TraesNOR1B03G00226070	0.417474443078075	-0.0922510980682226	0.844604154476163	0.46
TraesNOR1B03G00228570	0.0584872738179065	0.0717145587765328	0.820092742019759	0.58
TraesNOR1B03G00229270	-0.408721842794829	-0.0590055096280714	0.857398394436895	0.55
TraesNOR1B03G00229620	0.813184846837772	0.0247671179952021	0.885278901578417	0.51
TraesNOR1B03G00229970	0.435522937423682	0.00797781783358362	0.819341010220513	0.52
TraesNOR1B03G00230850	-0.451439209280904	-0.0470439395585602	0.848782218674134	0.54
TraesNOR1B03G00232920	-0.0569973080301128	0.0433198927998524	0.785280942795287	0.51
TraesNOR1B03G00234640	-0.718268208436076	-0.153340215232877	0.807777955166293	0.59
TraesNOR1B03G00234780	0.920371935192995	0.00520079340566107	0.79194083948192	0.55
TraesNOR1B03G00236370	-0.461493088064277	-0.0535952291280893	0.847923885739848	0.53
TraesNOR1B03G00236930	1.50091296587294	0.0654135206403673	0.867619697934315	0.56
TraesNOR1B03G00237580	1.01371385149397	0.0561342543927286	0.868144201343026	0.51
TraesNOR1B03G00238290	0.77801397734806	0.196110862879235	0.846016376134674	0.59
TraesNOR1B03G00239450	-1.44183661861235	-0.109179933232026	0.784909805933718	0.57
